Timestamp,Grid Row,Grid Column,People,Temp (°C),Humidity (%),Windows Open,AC/Fan On,No of AC/Fans,No of Devices,Height,Area,Outside Temp (°C),Outside Humidity (%),Precipitation
2026-03-14 14:45:00,C,G3,0,34.2,59.0,0,off,0,0,6ft,12.5,34.9,58.0,No
2026-03-14 14:45:00,D,G1,0,34.2,59.0,0,off,0,0,9ft,12.5,34.9,58.0,No
2026-03-14 14:45:00,D,G2,0,34.3,59.0,0,off,0,0,9ft,12.5,34.9,58.0,No
2026-03-14 14:45:00,D,G3,0,34.2,60.0,0,off,0,0,9ft,12.5,34.9,58.0,No
2026-03-14 17:30:00,A,G1,1,28.7,68.0,0,on,2,0,0ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,A,G2,0,29.3,70.0,0,off,0,0,0ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,A,G3,0,29.2,69.0,0,off,0,0,0ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,B,G1,0,29.5,70.0,0,off,0,0,3ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,B,G2,0,29.5,69.0,0,off,0,0,3ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,B,G3,0,29.5,69.0,0,off,0,0,3ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,C,G1,0,29.6,70.0,0,off,0,0,6ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,C,G2,0,29.5,69.0,0,off,0,0,6ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,C,G3,0,29.5,70.0,0,off,0,0,6ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,D,G1,0,29.5,69.0,0,off,0,0,9ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,D,G2,0,29.5,70.0,0,off,0,0,9ft,12.5,30.2,68.0,No
2026-03-14 17:30:00,D,G3,0,29.7,69.0,0,off,0,0,9ft,12.5,30.2,68.0,No
